Gene	baseMean	log2FoldChange	padj	Domain	Kingdom	Phylum	Class	Order	Family	Genus	Species	Strain	B_1_1	B_1_2	B_1_3	B_2_1	B_2_2	B_2_3	B_3_1	B_3_2	B_3_3	B_4_1	B_4_2	B_4_3	gene	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
gene_274364	54.1202197260578	-9.66262982718051	4.6267043782333e-10	d__Eukaryota	NA	p__Bacillariophyta	c__Coscinodiscophyceae	o__Thalassiosirales	f__Thalassiosiraceae	g__Thalassiosira	s__Thalassiosira	Thalassiosira pseudonana CCMP1335 (taxid 296543)	0	0	0	0.808568526410848	0.276702103825396	0.515558831117037	0	0	0	2.81221995915573	6.07296482378022	3.27104774728424	gene_274364	35128.Thapsdraft1313	6.79e-38	127.0	2E1MV@1|root,2S8Y7@2759|Eukaryota,2XHB0@2836|Bacillariophyta	2836|Bacillariophyta	C	One of the components of the core complex of photosystem II (PSII), required for its stability and or assembly. PSII is a light-driven water plastoquinone oxidoreductase that uses light energy to abstract electrons from H(2)O, generating O(2) and a proton gradient subsequently used for ATP formation. It consists of a core antenna complex that captures photons, and an electron transfer chain that converts photonic excitation into a charge separation	psbH	-	-	ko:K02709	ko00195,ko01100,map00195,map01100	-	-	-	ko00000,ko00001,ko00194	-	-	-	-
gene_27438	166.553698281987	-7.07173783764413	4.89116649972489e-11	d__Eukaryota	NA	p__Bacillariophyta	c__Coscinodiscophyceae	o__Thalassiosirales	f__Thalassiosiraceae	g__Thalassiosira	s__Thalassiosira	Thalassiosira pseudonana CCMP1335 (taxid 296543)	0	0.0235861632207973	0.0148620939616398	0.393534380110324	0.32185834993579	0.308414657900371	0.017808220897706	0.047207764824669	0.0448529970664105	2.23925677334858	1.94859718337175	2.77080056785456	gene_27438	35128.Thapsdraft1611	1.62e-276	770.0	28JJ8@1|root,2QRYE@2759|Eukaryota,2XEB4@2836|Bacillariophyta	2836|Bacillariophyta	C	PsaA and PsaB bind P700, the primary electron donor of photosystem I (PSI), as well as the electron acceptors A0, A1 and FX. PSI is a plastocyanin cytochrome c6-ferredoxin oxidoreductase, converting photonic excitation into a charge separation, which transfers an electron from the donor P700 chlorophyll pair to the spectroscopically characterized acceptors A0, A1, FX, FA and FB in turn. Oxidized P700 is reduced on the lumenal side of the thylakoid membrane by plastocyanin or cytochrome c6	psaB	GO:0003674,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0009507,GO:0009534,GO:0009535,GO:0009536,GO:0009579,GO:0016020,GO:0016168,GO:0031976,GO:0031984,GO:0034357,GO:0042651,GO:0043167,GO:0043168,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044434,GO:0044435,GO:0044436,GO:0044444,GO:0044446,GO:0044464,GO:0046906,GO:0048037,GO:0055035,GO:0097159,GO:1901363	-	ko:K02690	ko00195,ko01100,map00195,map01100	M00163	-	-	ko00000,ko00001,ko00002,ko00194	-	-	-	-
gene_274440	29.0380091675868	-8.26953957080769	4.72222038462845e-15	d__Eukaryota	NA	p__Bacillariophyta	c__Coscinodiscophyceae	o__Thalassiosirales	f__Thalassiosiraceae	g__Thalassiosira	s__Thalassiosira	Thalassiosira pseudonana CCMP1335 (taxid 296543)	0	0	0	4.36600406612963	6.46935283370938	3.77807955927954	0	0	0.107647192959385	2.24817811507507	3.34045231435157	3.53484192045233	gene_274440	159749.K0RGG6	9.5e-13	66.6	2CNIT@1|root,2QWJF@2759|Eukaryota	2759|Eukaryota	C	photosynthetic electron transport in photosystem II	psbD	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0009536,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464	1.10.3.9	ko:K02706	ko00195,ko01100,map00195,map01100	M00161	-	-	ko00000,ko00001,ko00002,ko00194,ko01000	-	-	-	-
gene_274609	440.681437803008	-7.99866430256107	1.67727619512142e-06	d__Eukaryota	NA	p__Bacillariophyta	c__Coscinodiscophyceae	o__Thalassiosirales	f__Thalassiosiraceae	g__Thalassiosira	s__Thalassiosira	Thalassiosira pseudonana CCMP1335 (taxid 296543)	0	0	0	0.126723020513513	0.0686631146529686	0.0548292725156214	0.0217090692848225	0.12660672928216	0.0656135271371491	7.42799408663351	7.80499334400875	8.05719523455483	gene_274609	2880.D1J7D6	9.63e-199	560.0	COG1850@1|root,2QTI9@2759|Eukaryota	2759|Eukaryota	G	ribulose-bisphosphate carboxylase activity	rbcL	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0009507,GO:0009536,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464	2.1.3.15,4.1.1.39,6.4.1.2	ko:K01601,ko:K01963	ko00061,ko00620,ko00630,ko00640,ko00710,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,ko01212,map00061,map00620,map00630,map00640,map00710,map00720,map01100,map01110,map01120,map01130,map01200,map01212	M00082,M00165,M00166,M00376,M00532	R00024,R00742,R03140,R04386	RC00040,RC00172,RC00253,RC00367,RC00859	ko00000,ko00001,ko00002,ko01000	-	-	-	-
gene_2753	109.171122539023	-10.6779510143946	1.48065566720614e-12	d__Eukaryota	NA	p__Bacillariophyta	c__Coscinodiscophyceae	o__Thalassiosirales	f__Thalassiosiraceae	g__Thalassiosira	s__Thalassiosira	Thalassiosira pseudonana CCMP1335 (taxid 296543)	0	0	0	1.09122600997747	0.953654370180119	0.883360501640567	0	0	0	4.61002073214688	10.0892036447799	5.455002963661	gene_2753	35128.Thapsdraft1313	3.5e-37	125.0	2E1MV@1|root,2S8Y7@2759|Eukaryota,2XHB0@2836|Bacillariophyta	2836|Bacillariophyta	C	One of the components of the core complex of photosystem II (PSII), required for its stability and or assembly. PSII is a light-driven water plastoquinone oxidoreductase that uses light energy to abstract electrons from H(2)O, generating O(2) and a proton gradient subsequently used for ATP formation. It consists of a core antenna complex that captures photons, and an electron transfer chain that converts photonic excitation into a charge separation	psbH	-	-	ko:K02709	ko00195,ko01100,map00195,map01100	-	-	-	ko00000,ko00001,ko00194	-	-	-	-
gene_2754	112.13535718613	-10.7161375148995	4.25714693940784e-15	d__Eukaryota	NA	p__Bacillariophyta	c__Coscinodiscophyceae	o__Thalassiosirales	f__Thalassiosiraceae	g__Thalassiosira	s__Thalassiosira	Thalassiosira pseudonana CCMP1335 (taxid 296543)	0	0	0	4.79531429897726	3.93252383921547	2.57946804789401	0	0	0	9.81023177487302	16.6140971411738	10.1225018631135	gene_2754	159749.E7BWH3	7.46e-21	82.4	2EFVA@1|root,2S8EW@2759|Eukaryota	2759|Eukaryota	U	photosynthesis	psbN	-	-	ko:K02715	-	-	-	-	ko00000	-	-	-	-
gene_2755	1622.49320854165	-8.0865199449599	1.30167847677595e-11	d__Eukaryota	NA	p__Bacillariophyta	c__Coscinodiscophyceae	o__Thalassiosirales	f__Thalassiosiraceae	g__Thalassiosira	s__Thalassiosira	Thalassiosira pseudonana CCMP1335 (taxid 296543)	0.0129581473118413	0.0342293525199779	0	3.25212649583148	3.70640690320616	2.55123961909422	0.0620259122423501	0.213751620865984	0.21871175712383	16.7172592286502	20.8299962617104	19.4536538343261	gene_2755	35128.Thapsdraft2073	0.0	911.0	28JG1@1|root,2QRV6@2759|Eukaryota,2XEM0@2836|Bacillariophyta	2836|Bacillariophyta	P	One of the components of the core complex of photosystem II (PSII). It binds chlorophyll and helps catalyze the primary light-induced photochemical processes of PSII. PSII is a light- driven water plastoquinone oxidoreductase, using light energy to abstract electrons from H(2)O, generating O(2) and a proton gradient subsequently used for ATP formation	psbB	-	-	ko:K02704	ko00195,ko01100,map00195,map01100	M00161	-	-	ko00000,ko00001,ko00002,ko00194	-	-	-	-
gene_275846	137.767758609145	-11.0152903608173	1.21047752051527e-09	d__Eukaryota	NA	p__Bacillariophyta	c__Coscinodiscophyceae	o__Thalassiosirales	f__Thalassiosiraceae	g__Thalassiosira	s__Thalassiosira	Thalassiosira pseudonana CCMP1335 (taxid 296543)	0	0	0	0.0792018878209457	0.0686631146529686	0.0685365906445268	0	0	0	3.17837667909025	5.34472370296251	3.7508600378133	gene_275846	35128.Thapsdraft1318	7.46e-88	262.0	2CZSM@1|root,2SBID@2759|Eukaryota,2XFN0@2836|Bacillariophyta	2836|Bacillariophyta	C	ATP synthase subunit b', chloroplastic	atpF	-	-	ko:K02109	ko00190,ko00195,ko01100,map00190,map00195,map01100	M00157	-	-	ko00000,ko00001,ko00002,ko00194	3.A.2.1	-	-	-
gene_275847	38.253011503897	-9.16199491991636	2.58007453467468e-07	d__Eukaryota	NA	p__Bacillariophyta	c__Coscinodiscophyceae	o__Thalassiosirales	f__Thalassiosiraceae	g__Thalassiosira	s__Thalassiosira	Thalassiosira pseudonana CCMP1335 (taxid 296543)	0	0	0	0.0438656609469853	0.0475360024520552	0.0126529090420665	0	0	0	0.702727225224929	1.41464978076758	0.978879301048337	gene_275847	35128.Thapsdraft1023	1.09e-104	305.0	COG0712@1|root,KOG1662@2759|Eukaryota,2XERP@2836|Bacillariophyta	2836|Bacillariophyta	C	F(1)F(0) ATP synthase produces ATP from ADP in the presence of a proton or sodium gradient. F-type ATPases consist of two structural domains, F(1) containing the extramembraneous catalytic core and F(0) containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation	atpD	-	-	ko:K02113	ko00190,ko00195,ko01100,map00190,map00195,map01100	M00157	-	-	ko00000,ko00001,ko00002,ko00194	3.A.2.1	-	-	-
gene_276260	398.847146837268	-7.77444825967237	1.07167759868177e-07	d__Eukaryota	NA	p__Bacillariophyta	c__Coscinodiscophyceae	o__Thalassiosirales	f__Thalassiosiraceae	g__Thalassiosira	s__Thalassiosira	Thalassiosira pseudonana CCMP1335 (taxid 296543)	0	0.0457428620039705	0	0.280806693183353	0.304302439939293	0.467294936212683	0.129514333801498	0.109865343591957	0.287059181225027	14.066522809474	19.1218853888981	15.8264513256616	gene_276260	35128.Thapsdraft2088	3.23e-84	261.0	COG1850@1|root,2QTI9@2759|Eukaryota,2XE5R@2836|Bacillariophyta	2836|Bacillariophyta	Q	RuBisCO catalyzes two reactions the carboxylation of D- ribulose 1,5-bisphosphate, the primary event in carbon dioxide fixation, as well as the oxidative fragmentation of the pentose substrate in the photorespiration process. Both reactions occur simultaneously and in competition at the same active site	-	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0009507,GO:0009536,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464	4.1.1.39	ko:K01601	ko00630,ko00710,ko01100,ko01120,ko01200,map00630,map00710,map01100,map01120,map01200	M00165,M00166,M00532	R00024,R03140	RC00172,RC00859	ko00000,ko00001,ko00002,ko01000	-	-	-	-
gene_277388	47.7251809399903	-9.4824486338854	7.07048331807794e-09	d__Eukaryota	NA	p__Bacillariophyta	c__Coscinodiscophyceae	o__Thalassiosirales	f__Thalassiosiraceae	g__Thalassiosira	s__Thalassiosira	Thalassiosira pseudonana CCMP1335 (taxid 296543)	0	0	0	1.22197198352316	1.65527151395549	0.0881184736858201	0	0	0	8.80918771621251	8.37422147007951	10.4782814070551	gene_277388	2880.D1J7D6	7.88e-12	63.9	COG1850@1|root,2QTI9@2759|Eukaryota	2759|Eukaryota	G	ribulose-bisphosphate carboxylase activity	rbcL	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0009507,GO:0009536,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464	2.1.3.15,4.1.1.39,6.4.1.2	ko:K01601,ko:K01963	ko00061,ko00620,ko00630,ko00640,ko00710,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,ko01212,map00061,map00620,map00630,map00640,map00710,map00720,map01100,map01110,map01120,map01130,map01200,map01212	M00082,M00165,M00166,M00376,M00532	R00024,R00742,R03140,R04386	RC00040,RC00172,RC00253,RC00367,RC00859	ko00000,ko00001,ko00002,ko01000	-	-	-	-
gene_277553	12.4229327899888	-7.57041057785643	7.40423729240322e-13	d__Eukaryota	NA	p__Bacillariophyta	c__Coscinodiscophyceae	o__Thalassiosirales	f__Thalassiosiraceae	g__Thalassiosira	s__Thalassiosira	Thalassiosira pseudonana CCMP1335 (taxid 296543)	0	0	0	0.394184510813923	0.469883526542204	0.659467286939041	0	0	0	0.18944489712285	0.0794518166041699	0.130316752827736	gene_277553	3055.DAA00911	9.45e-150	421.0	COG1290@1|root,KOG4663@2759|Eukaryota,37QS7@33090|Viridiplantae,34J8E@3041|Chlorophyta	3041|Chlorophyta	C	Component of the cytochrome b6-f complex, which mediates electron transfer between photosystem II (PSII) and photosystem I (PSI), cyclic electron flow around PSI, and state transitions	petB	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0009507,GO:0009534,GO:0009535,GO:0009536,GO:0009579,GO:0016020,GO:0031976,GO:0031984,GO:0034357,GO:0042651,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044434,GO:0044435,GO:0044436,GO:0044444,GO:0044446,GO:0044464,GO:0055035	-	ko:K02635	ko00195,ko01100,map00195,map01100	M00162	-	-	ko00000,ko00001,ko00002,ko00194	-	-	-	-
gene_278015	66.6630955747383	-9.96505862090725	1.39122109077534e-10	d__Eukaryota	NA	p__Bacillariophyta	c__Coscinodiscophyceae	o__Thalassiosirales	f__Thalassiosiraceae	g__Thalassiosira	s__Thalassiosira	Thalassiosira pseudonana CCMP1335 (taxid 296543)	0	0	0	0.201740657657126	0.247770201460005	0.0931063118189798	0	0	0	1.37354997147443	1.88675578071714	1.70072582965159	gene_278015	35128.Thapsdraft1013	3.46e-127	364.0	COG0450@1|root,KOG0852@2759|Eukaryota,2XFG5@2836|Bacillariophyta	2836|Bacillariophyta	O	Redoxin	ycf42	-	1.11.1.15	ko:K03386	ko04214,map04214	-	-	-	ko00000,ko00001,ko01000,ko04147	-	-	-	-
gene_278497	42.6893086839077	-7.30313322852477	7.15951534148431e-09	d__Eukaryota	NA	p__Bacillariophyta	c__Coscinodiscophyceae	o__Thalassiosirales	f__Thalassiosiraceae	g__Thalassiosira	s__Thalassiosira	Thalassiosira pseudonana CCMP1335 (taxid 296543)	0	0.0363738420754464	0	0.721405146899216	0.483950868337188	0.475627424231897	0	0.0873628033381827	0.0415025322253051	2.93049952808408	2.99121730752663	1.87389210240846	gene_278497	159749.E7BWF9	1.89e-52	176.0	28ISP@1|root,2QR3X@2759|Eukaryota,2XE5P@2836|Bacillariophyta	2836|Bacillariophyta	P	One of the components of the core complex of photosystem II (PSII). It binds chlorophyll and helps catalyze the primary light-induced photochemical processes of PSII. PSII is a light- driven water plastoquinone oxidoreductase, using light energy to abstract electrons from H(2)O, generating O(2) and a proton gradient subsequently used for ATP formation	-	-	-	ko:K02705	ko00195,ko01100,map00195,map01100	M00161	-	-	ko00000,ko00001,ko00002,ko00194	-	-	-	-
gene_279173	251.579983432086	-9.5665515633109	2.24985493360574e-14	d__Eukaryota	NA	p__Bacillariophyta	c__Coscinodiscophyceae	o__Thalassiosirales	f__Thalassiosiraceae	g__Thalassiosira	s__Thalassiosira	Thalassiosira pseudonana CCMP1335 (taxid 296543)	0	0	0	1.17452799552652	1.04457664479161	0.827112037096448	0.0388543001404494	0	0.0097861084508532	3.21168302153581	3.86943889785592	3.56496841409255	gene_279173	159749.K0RGG6	9.85e-263	718.0	2CNIT@1|root,2QWJF@2759|Eukaryota	2759|Eukaryota	C	photosynthetic electron transport in photosystem II	psbD	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0009536,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464	1.10.3.9	ko:K02706	ko00195,ko01100,map00195,map01100	M00161	-	-	ko00000,ko00001,ko00002,ko00194,ko01000	-	-	-	-
gene_279756	17.3618299355064	-8.01145710309338	4.11337759596488e-08	d__Eukaryota	NA	p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales	f__Phaeodactylaceae	g__Phaeodactylum	s__Phaeodactylum	Phaeodactylum tricornutum CCAP 1055/1 (taxid 556484)	0	0	0	0.229632319051332	0.103685911388711	0.0662367050524286	0	0	0	0.597789770451408	0.485989165456647	0.759160680902513	gene_279756	35128.Thaps2848	5.45e-82	244.0	2D3K6@1|root,2S50I@2759|Eukaryota,2XCT3@2836|Bacillariophyta	2836|Bacillariophyta	S	Photosystem II 12 kDa extrinsic protein (PsbU)	-	-	-	ko:K02719	ko00195,ko01100,map00195,map01100	-	-	-	ko00000,ko00001,ko00194	-	-	-	-
gene_280003	61.5423788646535	-6.29137270973582	2.43335683586237e-07	d__Eukaryota	NA	p__Bacillariophyta	c__Coscinodiscophyceae	o__Thalassiosirales	f__Thalassiosiraceae	g__Thalassiosira	s__Thalassiosira	Thalassiosira pseudonana CCMP1335 (taxid 296543)	0	0	0	0.137080190459329	0.130724006743152	0.128110704050923	0.0263013724027658	0.0278888949118045	0.0132488852873089	0.546809622128148	0.510600155245798	0.78174388625388	gene_280003	35128.Thaps24399	2.44e-297	819.0	COG1249@1|root,KOG1335@2759|Eukaryota,2XAZJ@2836|Bacillariophyta	2836|Bacillariophyta	C	Belongs to the class-I pyridine nucleotide-disulfide oxidoreductase family	-	-	1.8.1.4	ko:K00382	ko00010,ko00020,ko00260,ko00280,ko00620,ko00630,ko00640,ko01100,ko01110,ko01120,ko01130,ko01200,map00010,map00020,map00260,map00280,map00620,map00630,map00640,map01100,map01110,map01120,map01130,map01200	M00009,M00011,M00036,M00307,M00532	R00209,R01221,R01698,R03815,R07618,R08549	RC00004,RC00022,RC00583,RC02742,RC02833,RC02834	br01601,ko00000,ko00001,ko00002,ko01000,ko04147	-	-	-	-
gene_280404	64.1802248956302	-9.90829407267755	2.41726350762472e-12	d__Eukaryota	NA	p__Bacillariophyta	c__Coscinodiscophyceae	o__Thalassiosirales	f__Thalassiosiraceae	g__Thalassiosira	s__Thalassiosira	Thalassiosira pseudonana CCMP1335 (taxid 296543)	0	0	0	0.574356136140383	0.577955713265995	0.585765968961855	0	0	0	1.45411451910302	3.44820884062098	1.67841414927952	gene_280404	35128.Thapsdraft1339	6.63e-92	269.0	28I81@1|root,2QQIC@2759|Eukaryota,2XFIZ@2836|Bacillariophyta	2836|Bacillariophyta	S	PsaD	psaD	-	-	ko:K02692	ko00195,ko01100,map00195,map01100	M00163	-	-	ko00000,ko00001,ko00002,ko00194	-	-	-	-
gene_280541	23.2368432603083	-7.44984394923162	3.82485763287705e-06	d__Eukaryota	NA	p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales	f__Phaeodactylaceae	g__Phaeodactylum	s__Phaeodactylum	Phaeodactylum tricornutum CCAP 1055/1 (taxid 556484)	0	0	0	0.0119801174855212	0.0778951300684938	0.0103668792571553	0	0.0152334299938428	0.0144735721626064	0.546975707869404	0.362206810989598	0.742613848834523	gene_280541	35128.Thaps26470	1.32e-146	419.0	COG0451@1|root,KOG1431@2759|Eukaryota,2XAX7@2836|Bacillariophyta	2836|Bacillariophyta	GO	GDP-mannose 4,6 dehydratase	-	-	1.1.1.271	ko:K02377	ko00051,ko00520,ko01100,map00051,map00520,map01100	-	R05692	RC01014	ko00000,ko00001,ko01000	-	-	-	-
gene_281249	3342.35296262933	-9.21658523651618	7.46816031799206e-26	d__Eukaryota	NA	p__Bacillariophyta	c__Coscinodiscophyceae	o__Thalassiosirales	f__Thalassiosiraceae	g__Thalassiosira	s__Thalassiosira	Thalassiosira pseudonana CCMP1335 (taxid 296543)	0.19208547779906	0.355179869677889	0.0479583536241149	60.9548377663318	46.5553227376031	40.6589004465631	0.316058508705505	0.396069179839912	0.810520041105959	115.872485482861	147.577543069602	143.502700148783	gene_281249	159749.E7BWK4	3.74e-80	246.0	28IP8@1|root,2QR09@2759|Eukaryota,2XF0J@2836|Bacillariophyta	2836|Bacillariophyta	C	Photosynthetic reaction centre protein	psbA	-	1.10.3.9	ko:K02703	ko00195,ko01100,map00195,map01100	M00161	-	-	ko00000,ko00001,ko00002,ko00194,ko01000	-	-	-	-
gene_284474	170.35280897786	-5.85118362292339	0.000283287754861448	d__Eukaryota	NA	p__Bacillariophyta	c__Coscinodiscophyceae	o__Thalassiosirales	f__Thalassiosiraceae	g__Thalassiosira	s__Thalassiosira	Thalassiosira pseudonana CCMP1335 (taxid 296543)	0	0	0	0.0269750989740212	0.0175393008101244	0.0163398494251852	0.0355827460132025	0.0343004383967321	0.0423663503037883	1.09547661813092	0.652452003901793	0.996577949190912	gene_284474	159749.K0T4M9	0.0	1861.0	COG0033@1|root,COG4284@1|root,KOG0625@2759|Eukaryota,KOG2638@2759|Eukaryota,2XBEE@2836|Bacillariophyta	2836|Bacillariophyta	G	Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain II	-	-	5.4.2.2	ko:K01835	ko00010,ko00030,ko00052,ko00230,ko00500,ko00520,ko00521,ko01100,ko01110,ko01120,ko01130,map00010,map00030,map00052,map00230,map00500,map00520,map00521,map01100,map01110,map01120,map01130	M00549	R00959,R01057,R08639	RC00408	ko00000,ko00001,ko00002,ko01000	-	-	-	-
gene_289231	104.139607271696	-10.6100590638407	6.81085287143274e-12	d__Eukaryota	NA	p__Bacillariophyta	c__Coscinodiscophyceae	o__Thalassiosirales	f__Thalassiosiraceae	g__Thalassiosira	s__Thalassiosira	Thalassiosira pseudonana CCMP1335 (taxid 296543)	0	0	0	0.553843416992512	0.244519724843305	0.53251451723805	0	0	0	3.17933513498797	5.18471688985456	3.20424519407909	gene_289231	35128.Thapsdraft1339	3.84e-91	267.0	28I81@1|root,2QQIC@2759|Eukaryota,2XFIZ@2836|Bacillariophyta	2836|Bacillariophyta	S	PsaD	psaD	-	-	ko:K02692	ko00195,ko01100,map00195,map01100	M00163	-	-	ko00000,ko00001,ko00002,ko00194	-	-	-	-
gene_290355	16.8468555218821	-6.2145567481039	0.00142992017355269	d__Eukaryota	NA	p__Bacillariophyta	c__Coscinodiscophyceae	o__Thalassiosirales	f__Thalassiosiraceae	g__Thalassiosira	s__Thalassiosira	Thalassiosira pseudonana CCMP1335 (taxid 296543)	0	0	0	0	0	0.0192759161187732	0	0.0283246588948014	0.0134558991199232	0.508516478409837	0.134695657836757	0.538511073818909	gene_290355	35128.Thaps31383	6.28e-171	483.0	COG0057@1|root,KOG0657@2759|Eukaryota,2XB0X@2836|Bacillariophyta	2836|Bacillariophyta	G	Glyceraldehyde 3-phosphate dehydrogenase, NAD binding domain	-	-	1.2.1.12	ko:K00134	ko00010,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko04066,ko05010,map00010,map00710,map01100,map01110,map01120,map01130,map01200,map01230,map04066,map05010	M00001,M00002,M00003,M00165,M00166,M00308,M00552	R01061	RC00149	ko00000,ko00001,ko00002,ko01000,ko04131,ko04147	-	-	-	-
gene_291388	946.241231715646	-6.67858473657146	2.41288564056158e-19	d__Eukaryota	NA	p__Bacillariophyta	c__Coscinodiscophyceae	o__Thalassiosirales	f__Thalassiosiraceae	g__Thalassiosira	s__Thalassiosira	Thalassiosira pseudonana CCMP1335 (taxid 296543)	0.436332098276313	0.267697143156241	0.0983973117460289	23.3719698917534	17.5040206073454	12.871374294246	0.101059460463829	0.857274405170738	0.32241129713944	14.9688687821465	22.5577405928308	16.7164938110061	gene_291388	159749.E7BWK4	3.06e-139	400.0	28IP8@1|root,2QR09@2759|Eukaryota,2XF0J@2836|Bacillariophyta	2836|Bacillariophyta	C	Photosynthetic reaction centre protein	psbA	-	1.10.3.9	ko:K02703	ko00195,ko01100,map00195,map01100	M00161	-	-	ko00000,ko00001,ko00002,ko00194,ko01000	-	-	-	-
gene_293511	48.9780755852775	-5.76970014251524	1.05627468430928e-05	d__Eukaryota	NA	p__Bacillariophyta	c__Coscinodiscophyceae	o__Thalassiosirales	f__Thalassiosiraceae	g__Thalassiosira	s__Thalassiosira	Thalassiosira pseudonana CCMP1335 (taxid 296543)	0	0	0	0.389614255616081	0.115149322709947	0.21454932723504	0.0849485319840882	0.0675569504074767	0.0855828614832379	1.74481495828364	1.73481314341801	1.20755469332222	gene_293511	35128.Thapsdraft466	5.63e-117	334.0	COG1290@1|root,KOG4663@2759|Eukaryota,2XEDT@2836|Bacillariophyta	2836|Bacillariophyta	C	Component of the cytochrome b6-f complex, which mediates electron transfer between photosystem II (PSII) and photosystem I (PSI), cyclic electron flow around PSI, and state transitions	petD	-	-	ko:K02637	ko00195,ko01100,map00195,map01100	M00162	-	-	ko00000,ko00001,ko00002,ko00194	-	-	-	-
gene_293512	82.50874805575	-5.93480305344552	3.17143869866899e-05	d__Eukaryota	NA	p__Bacillariophyta	c__Coscinodiscophyceae	o__Thalassiosirales	f__Thalassiosiraceae	g__Thalassiosira	s__Thalassiosira	Thalassiosira pseudonana CCMP1335 (taxid 296543)	0	0	0	0.19008453077027	0.242340404657536	0.0774060317867596	0.0268170855871337	0.0710893399712663	0.108069338814128	1.55840096417528	2.13653724242398	1.26145339122024	gene_293512	35128.Thapsdraft467	4.07e-154	434.0	COG1290@1|root,KOG4663@2759|Eukaryota,2XETT@2836|Bacillariophyta	2836|Bacillariophyta	C	Component of the cytochrome b6-f complex, which mediates electron transfer between photosystem II (PSII) and photosystem I (PSI), cyclic electron flow around PSI, and state transitions	petB	-	-	ko:K02635	ko00195,ko01100,map00195,map01100	M00162	-	-	ko00000,ko00001,ko00002,ko00194	-	-	-	-
gene_293689	61.300780136494	-6.59971237097372	0.00015949711512707	d__Eukaryota	NA	p__Bacillariophyta	c__Coscinodiscophyceae	o__Thalassiosirales	f__Thalassiosiraceae	g__Thalassiosira	s__Thalassiosira	Thalassiosira pseudonana CCMP1335 (taxid 296543)	0	0	0	0	0.0395288719750565	0.0841728703864551	0	0.0386519865515414	0.0146895956277199	0.861927156312667	0.544067066537211	0.798919495880484	gene_293689	159749.K0TG47	3.31e-284	783.0	COG4992@1|root,KOG1401@2759|Eukaryota,2XAW8@2836|Bacillariophyta	2836|Bacillariophyta	E	Belongs to the class-III pyridoxal-phosphate-dependent aminotransferase family	-	-	5.4.3.8	ko:K01845	ko00860,ko01100,ko01110,ko01120,map00860,map01100,map01110,map01120	M00121	R02272	RC00677	ko00000,ko00001,ko00002,ko01000,ko01007	-	-	-	-
gene_294017	11.1546876306479	-7.36564748406518	1.60514789668605e-06	d__Eukaryota	NA	p__Bacillariophyta	c__Coscinodiscophyceae	o__Thalassiosirales	f__Thalassiosiraceae	g__Thalassiosira	s__Thalassiosira	Thalassiosira pseudonana CCMP1335 (taxid 296543)	0	0	0	0.0320367186691466	0.115724350538711	0.0184817772524567	0	0	0	0.076984162313967	0.193719597787695	0.357455924540123	gene_294017	35128.Thaps21175	1.23e-170	493.0	COG0021@1|root,KOG0523@2759|Eukaryota,2XBI6@2836|Bacillariophyta	2836|Bacillariophyta	G	Transketolase, thiamine diphosphate binding domain	-	-	2.2.1.1	ko:K00615	ko00030,ko00710,ko01051,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00030,map00710,map01051,map01100,map01110,map01120,map01130,map01200,map01230	M00004,M00007,M00165,M00167	R01067,R01641,R01830,R06590	RC00032,RC00226,RC00571,RC01560	ko00000,ko00001,ko00002,ko01000	-	-	-	-
