Gene	baseMean	log2FoldChange	padj	Domain	Kingdom	Phylum	Class	Order	Family	Genus	Species	Strain	B_1_1	B_1_2	B_1_3	B_2_1	B_2_2	B_2_3	B_3_1	B_3_2	B_3_3	B_4_1	B_4_2	B_4_3	gene	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
gene_201017	16.5497704546912	-6.54528827614445	4.3973399188526e-09	d__Bacteria	NA	p__Bacteroidota	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	s__Flavobacterium	Flavobacterium ovatum (taxid 1928857)	0.00988675253377514	0	0.0197475573746356	0.20718556122019	0.267287211019341	0.119524019670732	0	0	0	0.165955477929417	0.22669885111349	0.31801345997149	gene_201017	525373.HMPREF0766_12306	6.45e-165	501.0	COG0086@1|root,COG0086@2|Bacteria,4NEMW@976|Bacteroidetes,1IP5J@117747|Sphingobacteriia	976|Bacteroidetes	K	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates	rpoC	GO:0000428,GO:0005575,GO:0005622,GO:0005623,GO:0030880,GO:0032991,GO:0044424,GO:0044464,GO:0061695,GO:1902494,GO:1990234	2.7.7.6	ko:K03046	ko00230,ko00240,ko01100,ko03020,map00230,map00240,map01100,map03020	M00183	R00435,R00441,R00442,R00443	RC02795	br01611,ko00000,ko00001,ko00002,ko01000,ko03021,ko03400	-	-	-	-
gene_201679	36.4090504097009	-9.09086571301994	7.72293128279341e-16	d__Bacteria	NA	p__Bacteroidota	c__Sphingobacteriia	o__Sphingobacteriales	f__Sphingobacteriaceae	g__Mucilaginibacter	s__Mucilaginibacter	Mucilaginibacter sp. 21P (taxid 2778902)	0	0	0	0.29322918143181	0.455740970734521	0.240388150136148	0	0	0	0.0880786322550191	0.223970262990266	0.0765324367080342	gene_201679	1120965.AUBV01000010_gene2738	0.0	1266.0	COG3808@1|root,COG3808@2|Bacteria,4NF2I@976|Bacteroidetes,47MRY@768503|Cytophagia	976|Bacteroidetes	C	Sodium pump that utilizes the energy of pyrophosphate hydrolysis as the driving force for Na( ) movement across the membrane	hppA	-	3.6.1.1	ko:K15987	ko00190,map00190	-	-	-	ko00000,ko00001,ko01000	3.A.10.1	-	-	-
gene_201854	36.4800256977305	-9.08986702997832	2.89280559024181e-17	d__Bacteria	NA	p__Bacteroidota	c__Chitinophagia	o__Chitinophagales	f__Chitinophagaceae	g__Arachidicoccus	NA	Arachidicoccus (taxid 1769012)	0	0	0	3.07807336758675	2.56316285948866	1.62618637802014	0	0	0	0.856448805742883	1.68492022893979	1.32556572016962	gene_201854	1416760.AYMS01000014_gene507	3.35e-36	124.0	COG0238@1|root,COG0238@2|Bacteria,4NSAR@976|Bacteroidetes,1I2TD@117743|Flavobacteriia,47IBF@76831|Myroides	976|Bacteroidetes	J	Binds as a heterodimer with protein S6 to the central domain of the 16S rRNA, where it helps stabilize the platform of the 30S subunit	rpsR	GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015935,GO:0019538,GO:0022626,GO:0022627,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1990904	-	ko:K02963	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	-
gene_202375	22.3797367275829	-8.37268230918985	6.91133349569944e-12	d__Bacteria	NA	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Porphyromonadaceae	g__Porphyromonas	s__Porphyromonas	Porphyromonas gingivalis (taxid 837)	0	0	0	0.475211326925674	0.71524077763509	0.662520376230425	0	0	0	0.697847175049756	1.18133080650904	0.752790408985218	gene_202375	865938.Weevi_1268	4.26e-52	166.0	COG0292@1|root,COG0292@2|Bacteria,4NNKU@976|Bacteroidetes,1I1Z2@117743|Flavobacteriia	976|Bacteroidetes	J	Binds directly to 23S ribosomal RNA and is necessary for the in vitro assembly process of the 50S ribosomal subunit. It is not involved in the protein synthesizing functions of that subunit	rplT	GO:0000027,GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006996,GO:0008150,GO:0009987,GO:0015934,GO:0016043,GO:0022607,GO:0022613,GO:0022618,GO:0022625,GO:0022626,GO:0032991,GO:0034622,GO:0042254,GO:0042255,GO:0042273,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043933,GO:0044085,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0065003,GO:0070925,GO:0071826,GO:0071840,GO:1990904	-	ko:K02887	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	-
gene_202377	14.6573008346891	-7.76475812757646	5.91875401627381e-10	d__Bacteria	NA	p__Bacteroidota	c__Chitinophagia	o__Chitinophagales	f__Chitinophagaceae	g__Chitinophaga	NA	Chitinophaga (taxid 79328)	0	0	0	0.34505790617533	0.492012764233055	0.298592535037301	0	0	0	0.0872814069546887	0.307483590883399	0.720477334104933	gene_202377	1237149.C900_05836	2.3e-73	224.0	COG0290@1|root,COG0290@2|Bacteria,4NIZ5@976|Bacteroidetes,47PC6@768503|Cytophagia	976|Bacteroidetes	J	IF-3 binds to the 30S ribosomal subunit and shifts the equilibrum between 70S ribosomes and their 50S and 30S subunits in favor of the free subunits, thus enhancing the availability of 30S subunits on which protein synthesis initiation begins	infC	GO:0003674,GO:0003676,GO:0003723,GO:0003743,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006412,GO:0006413,GO:0006518,GO:0006807,GO:0006996,GO:0008135,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016020,GO:0016043,GO:0019538,GO:0022411,GO:0032790,GO:0032984,GO:0032988,GO:0034641,GO:0034645,GO:0043021,GO:0043022,GO:0043043,GO:0043170,GO:0043603,GO:0043604,GO:0043933,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0044877,GO:0071704,GO:0071826,GO:0071840,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1903008	-	ko:K02520	-	-	-	-	ko00000,ko03012,ko03029	-	-	-	-
gene_202718	31.4078113468584	-8.87151769879858	7.9555099586851e-10	d__Bacteria	NA	p__Bacteroidota	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	s__Flavobacterium	Flavobacterium agricola (taxid 2870839)	0	0	0	0.903372027423063	0.244739814604641	0.244288837940888	0	0	0	0.780131585429161	2.28742566655055	1.25994365481469	gene_202718	1121007.AUML01000001_gene1482	1.14e-47	154.0	COG0184@1|root,COG0184@2|Bacteria,4NS7U@976|Bacteroidetes,1I3ZI@117743|Flavobacteriia,2YJVI@290174|Aquimarina	976|Bacteroidetes	J	Ribosomal_S15	rpsO	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0015935,GO:0022626,GO:0022627,GO:0032991,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:1990904	-	ko:K02956	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	-
gene_203107	21.7280867451659	-8.33724739348716	8.55079185234582e-12	d__Bacteria	NA	p__Bacteroidota	c__Flavobacteriia	o__Flavobacteriales	f__Blattabacteriaceae	g__Blattabacterium	NA	Blattabacterium (taxid 34098)	0	0	0	0.170394499694465	0.295442883765761	0.363708122464182	0	0	0	0.28662031745977	0.206068257407628	0.704151776982536	gene_203107	5127.CCT62201	4.65e-122	365.0	COG0056@1|root,KOG1353@2759|Eukaryota,38ERH@33154|Opisthokonta,3NUHW@4751|Fungi,3QKF2@4890|Ascomycota,21306@147550|Sordariomycetes,3TEFV@5125|Hypocreales,1FU14@110618|Nectriaceae	4751|Fungi	C	Produces ATP from ADP in the presence of a proton gradient across the membrane	ATP1	GO:0000166,GO:0000275,GO:0003674,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005740,GO:0005743,GO:0005753,GO:0005754,GO:0005759,GO:0006091,GO:0006119,GO:0006139,GO:0006163,GO:0006164,GO:0006725,GO:0006753,GO:0006754,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006811,GO:0006812,GO:0006839,GO:0008144,GO:0008150,GO:0008152,GO:0009058,GO:0009117,GO:0009123,GO:0009124,GO:0009126,GO:0009127,GO:0009141,GO:0009142,GO:0009144,GO:0009145,GO:0009150,GO:0009152,GO:0009156,GO:0009161,GO:0009165,GO:0009167,GO:0009168,GO:0009199,GO:0009201,GO:0009205,GO:0009206,GO:0009259,GO:0009260,GO:0009295,GO:0009987,GO:0015672,GO:0015985,GO:0015986,GO:0016020,GO:0016021,GO:0016310,GO:0016469,GO:0017076,GO:0017144,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0019866,GO:0030554,GO:0031090,GO:0031224,GO:0031966,GO:0031967,GO:0031974,GO:0031975,GO:0032553,GO:0032555,GO:0032559,GO:0032991,GO:0033178,GO:0034220,GO:0034641,GO:0034654,GO:0035639,GO:0036094,GO:0042645,GO:0042776,GO:0043167,GO:0043168,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044422,GO:0044424,GO:0044425,GO:0044429,GO:0044444,GO:0044446,GO:0044455,GO:0044464,GO:0045259,GO:0045261,GO:0045267,GO:0046034,GO:0046390,GO:0046483,GO:0046907,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0055085,GO:0055086,GO:0070013,GO:0071704,GO:0072521,GO:0072522,GO:0090407,GO:0097159,GO:0097367,GO:0098655,GO:0098660,GO:0098662,GO:0098796,GO:0098798,GO:0098800,GO:1901135,GO:1901137,GO:1901265,GO:1901293,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1902600,GO:1990542	-	ko:K02132	ko00190,ko01100,ko04714,ko05010,ko05012,ko05016,map00190,map01100,map04714,map05010,map05012,map05016	M00158	-	-	ko00000,ko00001,ko00002	3.A.2.1	-	iMM904.YBL099W,iND750.YBL099W	-
gene_203665	25.9141963897237	-8.58754844709382	2.3346814801472e-13	d__Bacteria	NA	p__Bacteroidota	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	NA	NA	Flavobacteriaceae (taxid 49546)	0	0	0	0.275712232131405	0.211333407127651	0.151297756705842	0	0	0	0.201992642863887	0.29277244873197	0.258443630976467	gene_203665	1408433.JHXV01000009_gene1331	5.31e-224	641.0	COG1024@1|root,COG1250@1|root,COG1024@2|Bacteria,COG1250@2|Bacteria,4NF9D@976|Bacteroidetes,1HY3C@117743|Flavobacteriia,2PA69@246874|Cryomorphaceae	976|Bacteroidetes	I	3-hydroxyacyl-CoA dehydrogenase, NAD binding domain	fadN	-	1.1.1.35	ko:K07516	ko00071,ko00362,ko00650,ko01100,ko01120,ko01200,ko01212,map00071,map00362,map00650,map01100,map01120,map01200,map01212	M00087	R01975,R04737,R04739,R04741,R04743,R04745,R04748,R05305	RC00029,RC00117	ko00000,ko00001,ko00002,ko01000	-	-	-	-
gene_203875	11.5097198348575	-7.41687221900359	2.26107341208971e-05	d__Bacteria	NA	p__Bacteroidota	c__Sphingobacteriia	o__Sphingobacteriales	f__Sphingobacteriaceae	g__Sphingobacterium	s__Sphingobacterium	Sphingobacterium hotanense (taxid 649196)	0	0	0	0	0.0724181287355528	0.0289138741781597	0	0	0	0.214112201435721	0.255921749889838	0.234735596280037	gene_203875	5786.XP_003293744.1	5.89e-95	292.0	COG0045@1|root,KOG2799@2759|Eukaryota,3XB3D@554915|Amoebozoa	554915|Amoebozoa	C	ATP-specific succinyl-CoA synthetase functions in the citric acid cycle (TCA), coupling the hydrolysis of succinyl-CoA to the synthesis of ATP and thus represents the only step of substrate-level phosphorylation in the TCA. The beta subunit provides nucleotide specificity of the enzyme and binds the substrate succinate, while the binding sites for coenzyme A and phosphate are found in the alpha subunit	-	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464	6.2.1.4,6.2.1.5	ko:K01900	ko00020,ko00640,ko01100,ko01110,ko01120,ko01130,ko01200,map00020,map00640,map01100,map01110,map01120,map01130,map01200	M00009,M00011	R00432,R00727	RC00004,RC00014	ko00000,ko00001,ko00002,ko01000,ko04147	-	-	-	-
gene_203899	22.0464238972666	-6.33155743705334	2.77275913717525e-09	d__Bacteria	NA	p__Bacteroidota	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Polaribacter	s__Polaribacter	Polaribacter sp. HL-MS24 (taxid 3077735)	0.022812546764559	0.00602600577297815	0	0.147969994012785	0.135681603805267	0.152668333651281	0	0	0	0.164109950801031	0.220244876047647	0.162278171996813	gene_203899	762903.Pedsa_2346	1.57e-296	816.0	COG0055@1|root,COG0055@2|Bacteria,4NF1Q@976|Bacteroidetes,1IPG7@117747|Sphingobacteriia	976|Bacteroidetes	C	Produces ATP from ADP in the presence of a proton gradient across the membrane. The catalytic sites are hosted primarily by the beta subunits	atpD	-	3.6.3.14	ko:K02112	ko00190,ko00195,ko01100,map00190,map00195,map01100	M00157	-	-	ko00000,ko00001,ko00002,ko00194,ko01000	3.A.2.1	-	-	-
gene_204354	17.0032041675433	-7.97287348405918	6.51067006854084e-12	d__Bacteria	NA	p__Bacteroidota	c__Cytophagia	o__Cytophagales	f__Cyclobacteriaceae	g__Algoriphagus	s__Algoriphagus	Algoriphagus machipongonensis (taxid 388413)	0	0	0	0.666184103166833	0.721925270884016	0.55341695623244	0	0	0	0.320167777847807	0.676751267785425	0.858933550764117	gene_204354	1120965.AUBV01000016_gene113	9.76e-60	185.0	COG0261@1|root,COG0261@2|Bacteria,4NSHE@976|Bacteroidetes,47R7R@768503|Cytophagia	976|Bacteroidetes	J	This protein binds to 23S rRNA in the presence of protein L20	rplU	GO:0003674,GO:0003735,GO:0005198	-	ko:K02888	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	-
gene_2046	82.7366914309292	-9.79143202577142	1.74604202599999e-19	d__Bacteria	NA	p__Bacteroidota	c__Chitinophagia	o__Chitinophagales	f__Chitinophagaceae	g__Chitinophaga	s__Chitinophaga	Chitinophaga sp. MM2321 (taxid 3137178)	0	0	0	0.649600804696564	0.382686625244756	0.501763296645251	0	0	0.00526714093990876	0.440010395611022	0.543066529944894	0.524280835296446	gene_2046	760192.Halhy_3337	3.82e-313	876.0	COG0539@1|root,COG0539@2|Bacteria,4NDW9@976|Bacteroidetes,1INSH@117747|Sphingobacteriia	976|Bacteroidetes	J	Ribosomal protein S1	rpsA	-	-	ko:K02945	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	-
gene_205056	118.648519932096	-9.83414464572763	1.75659410412084e-23	d__Bacteria	NA	p__Bacteroidota	c__Chitinophagia	o__Chitinophagales	f__Chitinophagaceae	g__Chitinophaga	s__Chitinophaga	Chitinophaga pinensis DSM 2588 (taxid 485918)	0	0	0.00720586373897687	2.11685045630528	1.92724878628219	1.7944125550567	0	0.00915544529932975	0	0.605569862646483	0.957835789061382	1.11579606074884	gene_205056	1122605.KB893629_gene4095	9.1e-263	722.0	COG0050@1|root,COG0050@2|Bacteria,4NEWS@976|Bacteroidetes,1IPDP@117747|Sphingobacteriia	976|Bacteroidetes	J	This protein promotes the GTP-dependent binding of aminoacyl-tRNA to the A-site of ribosomes during protein biosynthesis	tuf	-	-	ko:K02358	-	-	-	-	ko00000,ko03012,ko03029,ko04147	-	-	-	-
gene_205250	21.4974408678934	-8.31423376796882	8.23311972392174e-13	d__Bacteria	NA	p__Bacteroidota	c__Cytophagia	o__Cytophagales	f__Cyclobacteriaceae	NA	NA	Cyclobacteriaceae (taxid 563798)	0	0	0	0.581326477598397	0.929951892630012	0.694681559542582	0	0	0	0.764983399304323	0.937377160557158	0.892290193512238	gene_205250	1120965.AUBV01000002_gene257	1.97e-60	186.0	COG0776@1|root,COG0776@2|Bacteria,4NT0D@976|Bacteroidetes,47QBN@768503|Cytophagia	976|Bacteroidetes	L	Belongs to the bacterial histone-like protein family	hupA	-	-	ko:K03530	-	-	-	-	ko00000,ko03032,ko03036,ko03400	-	-	-	-
gene_205387	35.4598468144285	-9.04709147880974	9.75475521841333e-18	d__Bacteria	NA	p__Bacteroidota	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Allomuricauda	s__Muricauda	Muricauda sp. SCSIO 64092 (taxid 2908842)	0	0	0	0.281551538523362	0.401969801299119	0.259106985320687	0	0	0	0.139609209713573	0.216188642045202	0.182836651057879	gene_205387	153721.MYP_1448	0.0	1033.0	COG1053@1|root,COG1053@2|Bacteria,4NFDU@976|Bacteroidetes,47JE5@768503|Cytophagia	976|Bacteroidetes	C	TIGRFAM succinate dehydrogenase or fumarate reductase, flavoprotein subunit	sdhA	-	1.3.5.1,1.3.5.4	ko:K00239	ko00020,ko00190,ko00650,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,ko05134,map00020,map00190,map00650,map00720,map01100,map01110,map01120,map01130,map01200,map05134	M00009,M00011,M00149,M00173,M00374,M00376	R02164	RC00045	ko00000,ko00001,ko00002,ko01000	-	-	-	-
gene_205388	14.4508552275015	-7.73685022380317	1.58082266265808e-12	d__Bacteria	NA	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	NA	Bacteroides (taxid 816)	0	0	0	0.316807551283783	0.343315573264843	0.303519187140047	0	0	0	0.12234982939184	0.259983999888089	0.168325805735825	gene_205388	761193.Runsl_4725	6.51e-141	402.0	COG0479@1|root,COG0479@2|Bacteria,4NFR3@976|Bacteroidetes,47KHR@768503|Cytophagia	976|Bacteroidetes	C	TIGRFAM succinate dehydrogenase and fumarate reductase iron-sulfur protein	frdB	-	1.3.5.1,1.3.5.4	ko:K00240	ko00020,ko00190,ko00650,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,map00020,map00190,map00650,map00720,map01100,map01110,map01120,map01130,map01200	M00009,M00011,M00149,M00173,M00374,M00376	R02164	RC00045	ko00000,ko00001,ko00002,ko01000	-	-	-	-
gene_205658	48.8551032296696	-9.512026078484	1.98689226399393e-14	d__Bacteria	NA	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides	Bacteroides sp. D2 (taxid 556259)	0	0	0	0.16362587813558	0.19618032757991	0.0903779217290463	0	0	0	0.242608208708607	0.290508437121914	0.27622696325879	gene_205658	290397.Adeh_1707	2.25e-203	605.0	COG0466@1|root,COG0466@2|Bacteria,1MUV2@1224|Proteobacteria,42M9W@68525|delta/epsilon subdivisions,2WJ29@28221|Deltaproteobacteria,2YUPG@29|Myxococcales	28221|Deltaproteobacteria	O	ATP-dependent serine protease that mediates the selective degradation of mutant and abnormal proteins as well as certain short-lived regulatory proteins. Required for cellular homeostasis and for survival from DNA damage and developmental changes induced by stress. Degrades polypeptides processively to yield small peptide fragments that are 5 to 10 amino acids long. Binds to DNA in a double-stranded, site-specific manner	-	-	3.4.21.53	ko:K01338	ko04112,map04112	-	-	-	ko00000,ko00001,ko01000,ko01002	-	-	-	-
gene_205967	11.1501160233801	-7.36599649581427	7.99491450497137e-07	d__Bacteria	NA	p__Bacteroidota	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Polaribacter	NA	Polaribacter (taxid 52959)	0	0	0	0.0712816990388511	0.0772460039845897	0.123365863160148	0	0	0	0.599514164020018	0.316085810390256	0.618597336079158	gene_205967	3055.DAA00918	4.18e-66	202.0	COG0093@1|root,KOG0901@2759|Eukaryota,37UWF@33090|Viridiplantae,34I2V@3041|Chlorophyta	3041|Chlorophyta	J	50S ribosomal protein L14, chloroplastic	rpl14	GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0009507,GO:0009536,GO:0015934,GO:0019843,GO:0022625,GO:0022626,GO:0032991,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0070180,GO:0097159,GO:1901363,GO:1990904	-	ko:K02874	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	-
gene_20601	11.6133081618603	-7.43765452831806	1.10694191419556e-09	d__Bacteria	NA	p__Bacteroidota	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	s__Flavobacterium	Flavobacterium sp. 20NA77.7 (taxid 3073563)	0	0	0	0.193886221385675	0.48201506486384	0.335555147795603	0	0	0	0.0548127235675445	0.220685365799742	0.0565574707272372	gene_20601	700598.Niako_0894	2.02e-155	439.0	COG0479@1|root,COG0479@2|Bacteria,4NFR3@976|Bacteroidetes,1IQMQ@117747|Sphingobacteriia	976|Bacteroidetes	C	Succinate dehydrogenase fumarate reductase Fe-S protein subunit	frdB	-	1.3.5.1,1.3.5.4	ko:K00240	ko00020,ko00190,ko00650,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,map00020,map00190,map00650,map00720,map01100,map01110,map01120,map01130,map01200	M00009,M00011,M00149,M00173,M00374,M00376	R02164	RC00045	ko00000,ko00001,ko00002,ko01000	-	-	-	-
gene_20632	87.5383430016378	-10.3581781906956	1.99315586493338e-13	d__Bacteria	NA	p__Bacteroidota	c__Flavobacteriia	o__Flavobacteriales	f__Weeksellaceae	g__Chryseobacterium	NA	Chryseobacterium (taxid 59732)	0	0	0	0.29225496605929	0.386230019922948	0.154207328950185	0	0	0	0.710852508766593	1.39652458045149	1.08696389053909	gene_20632	1229203.KI301992_gene1278	2.8e-165	476.0	COG0126@1|root,COG0126@2|Bacteria,2GJC6@201174|Actinobacteria,3UWA2@52018|unclassified Actinobacteria (class)	201174|Actinobacteria	F	Phosphoglycerate kinase	pgk	GO:0005575,GO:0005576,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0008150,GO:0016020,GO:0040007,GO:0044424,GO:0044464,GO:0071944	2.7.2.3,5.3.1.1	ko:K00927,ko:K01803	ko00010,ko00051,ko00562,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00010,map00051,map00562,map00710,map01100,map01110,map01120,map01130,map01200,map01230	M00001,M00002,M00003,M00165,M00166,M00308,M00552	R01015,R01512	RC00002,RC00043,RC00423	ko00000,ko00001,ko00002,ko01000,ko04147	-	-	-	-
gene_206539	102.344460471493	-10.5830398745606	2.05138906832617e-20	d__Bacteria	NA	p__Bacteroidota	c__Cytophagia	o__Cytophagales	f__Hymenobacteraceae	g__Hymenobacter	s__Hymenobacter	Hymenobacter sp. BT18 (taxid 2835648)	0	0	0	0.393430772989628	0.292217441430076	0.223779937825385	0	0	0	0.199174140870438	0.382243305588217	0.356224379580467	gene_206539	1237149.C900_04675	0.0	2219.0	COG0085@1|root,COG0085@2|Bacteria,4NF8D@976|Bacteroidetes,47JXH@768503|Cytophagia	976|Bacteroidetes	K	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates	rpoB	GO:0000428,GO:0005575,GO:0005622,GO:0005623,GO:0030880,GO:0032991,GO:0044424,GO:0044464,GO:0061695,GO:1902494,GO:1990234	2.7.7.6	ko:K03043	ko00230,ko00240,ko01100,ko03020,map00230,map00240,map01100,map03020	M00183	R00435,R00441,R00442,R00443	RC02795	br01611,ko00000,ko00001,ko00002,ko01000,ko03021,ko03400	-	-	-	-
gene_206540	126.354628509048	-10.8878239210929	1.97218570694508e-21	d__Bacteria	NA	p__Bacteroidota	c__Cytophagia	o__Cytophagales	f__Hymenobacteraceae	g__Hymenobacter	s__Hymenobacter	Hymenobacter radiodurans (taxid 2496028)	0	0	0	0.300867548703467	0.341156355822926	0.265525407780053	0	0	0	0.337552149852541	0.436146610868202	0.321124702766459	gene_206540	1237149.C900_04676	0.0	2425.0	COG0086@1|root,COG0086@2|Bacteria,4NEMW@976|Bacteroidetes,47JP0@768503|Cytophagia	976|Bacteroidetes	K	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates	rpoC	GO:0000428,GO:0005575,GO:0005622,GO:0005623,GO:0030880,GO:0032991,GO:0044424,GO:0044464,GO:0061695,GO:1902494,GO:1990234	2.7.7.6	ko:K03046	ko00230,ko00240,ko01100,ko03020,map00230,map00240,map01100,map03020	M00183	R00435,R00441,R00442,R00443	RC02795	br01611,ko00000,ko00001,ko00002,ko01000,ko03021,ko03400	-	-	-	-
gene_206632	25.6949471394764	-8.57718442053197	3.87307118859504e-12	d__Bacteria	NA	p__Bacteroidota	c__Chitinophagia	o__Chitinophagales	f__Chitinophagaceae	g__Chitinophaga	s__Chitinophaga	Chitinophaga filiformis (taxid 104663)	0	0	0	0.209267373325067	0.311818731680912	0.17542852100755	0	0	0	0.0707159564374857	0.363801850157259	0.210793325531561	gene_206632	926549.KI421517_gene307	1.34e-259	717.0	COG0499@1|root,COG0499@2|Bacteria,4NEKE@976|Bacteroidetes,47KGI@768503|Cytophagia	976|Bacteroidetes	H	May play a key role in the regulation of the intracellular concentration of adenosylhomocysteine	ahcY	GO:0000096,GO:0003674,GO:0003824,GO:0004013,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006139,GO:0006520,GO:0006534,GO:0006555,GO:0006575,GO:0006725,GO:0006732,GO:0006790,GO:0006807,GO:0008150,GO:0008152,GO:0009066,GO:0009069,GO:0009116,GO:0009119,GO:0009987,GO:0016787,GO:0016801,GO:0016802,GO:0017144,GO:0019752,GO:0033353,GO:0034641,GO:0042278,GO:0043436,GO:0044237,GO:0044238,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046128,GO:0046439,GO:0046483,GO:0046498,GO:0046500,GO:0051186,GO:0055086,GO:0071704,GO:0072521,GO:1901135,GO:1901360,GO:1901564,GO:1901605,GO:1901657	3.3.1.1	ko:K01251	ko00270,ko01100,map00270,map01100	M00035	R00192,R04936	RC00056,RC00069,RC01161,RC01243	ko00000,ko00001,ko00002,ko01000,ko01009,ko04147	-	-	-	-
