Gene	baseMean	log2FoldChange	padj	Domain	Kingdom	Phylum	Class	Order	Family	Genus	Species	Strain	A_1_1	A_1_2	A_1_3	A_2_1	A_2_2	A_2_3	A_3_1	A_3_2	A_3_3	A_4_1	A_4_2	A_4_3	A_5_1	A_5_2	A_5_3	A_6_1	A_6_2	A_6_3	A_7_1	A_7_2	A_7_3	A_8_1	A_8_2	A_8_3	gene	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
gene_2114785	30.4516277791628	-2.40749441944132	0.000916391192954263	d__Bacteria	k__Bacillati	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Anoxybacillus	NA	Anoxybacillus (taxid 150247)	0.146752409808237	0.163439843658101	0.350300405631809	0.297827052296722	0.522083588573603	0.490808626403506	0.0594607568258681	0.0449133362392386	0.0412721784272909	0.0852936627004855	0.230757440648341	0.119578730586002	0.303476197387969	0.827628119441477	0.230383971877207	2.49986638575781	1.59629640247011	0.921564771978869	0.0659825772279018	0.0754018672475013	0.0802037822292685	0.357849244089168	0.806327738522818	0.618674478462366	gene_2114785	756272.Plabr_2061	1.97e-45	147.0	COG0185@1|root,COG0185@2|Bacteria,2J0BB@203682|Planctomycetes	203682|Planctomycetes	J	Protein S19 forms a complex with S13 that binds strongly to the 16S ribosomal RNA	rpsS	GO:0000028,GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006996,GO:0008150,GO:0009987,GO:0015935,GO:0016043,GO:0022607,GO:0022613,GO:0022618,GO:0022626,GO:0022627,GO:0032991,GO:0034622,GO:0042254,GO:0042255,GO:0042274,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043933,GO:0044085,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0065003,GO:0070925,GO:0071826,GO:0071840,GO:1990904	-	ko:K02965	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	-
gene_2114792	61.8825670564148	-2.35199143312396	0.00282198704870567	d__Bacteria	k__Bacillati	p__Bacillota	c__Clostridia	o__Eubacteriales	f__Heliobacteriaceae	g__Heliomicrobium	s__Heliomicrobium	Heliomicrobium modesticaldum Ice1 (taxid 498761)	0.204051805772688	0.265622538850444	0.354236365245649	0.315515015274216	0.44279651948613	0.631684238272132	0.0150322138042925	0.0227089902333229	0.0104339776922926	0.079064350256068	0.197450186898753	0.171306608423766	0.187541470295936	0.557951541196501	0.368873213398899	2.59333291277278	1.71654281607603	0.645174991618742	0.075064448812641	0.0914988950868554	0.0486629689930393	0.522701143051593	0.887866498598159	0.725726017432258	gene_2114792	521674.Plim_0489	4.57e-84	252.0	COG0094@1|root,COG0094@2|Bacteria,2IZCM@203682|Planctomycetes	203682|Planctomycetes	J	This is 1 of the proteins that binds and probably mediates the attachment of the 5S RNA into the large ribosomal subunit, where it forms part of the central protuberance. In the 70S ribosome it contacts protein S13 of the 30S subunit (bridge B1b), connecting the 2 subunits	rplE	GO:0000027,GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015934,GO:0016043,GO:0019538,GO:0022607,GO:0022613,GO:0022618,GO:0022625,GO:0022626,GO:0032991,GO:0034622,GO:0034641,GO:0034645,GO:0042254,GO:0042255,GO:0042273,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0065003,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904	-	ko:K02931	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	-
gene_2115102	13.7165656531179	-3.41345472441123	0.0013190059920592	d__Bacteria	k__Bacillati	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Neobacillus	s__Neobacillus	Neobacillus sp. PS2-9 (taxid 3070676)	0.00442914717731096	0.00845621496362693	0	0	0.0335472676502802	0.0242396797382379	0.0107675414775214	0.0203329993034782	0.00747383512767843	0	0.0032143893605248	0	0	0.00713677596529012	0	0.202930942297692	0.0732847839714791	0.162603906524673	0.0896141642431261	0.0518861943634717	0.0958572367086227	0.0216005579933099	0.00648955926376513	0.00896268862158759	gene_2115102	925409.KI911562_gene2238	2.96e-273	757.0	COG0469@1|root,COG0469@2|Bacteria,4NEEU@976|Bacteroidetes,1IPRW@117747|Sphingobacteriia	976|Bacteroidetes	G	Belongs to the pyruvate kinase family	pyk	-	2.7.1.40	ko:K00873	ko00010,ko00230,ko00620,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko04922,ko04930,ko05165,ko05203,ko05230,map00010,map00230,map00620,map01100,map01110,map01120,map01130,map01200,map01230,map04922,map04930,map05165,map05203,map05230	M00001,M00002,M00049,M00050	R00200,R00430,R01138,R01858,R02320	RC00002,RC00015	ko00000,ko00001,ko00002,ko01000,ko04131,ko04147	-	-	-	-
gene_2117598	23.0574633300343	-4.70548370219093	1.06130247196389e-07	d__Bacteria	k__Bacillati	p__Bacillota	c__Bacilli	o__Bacillales	f__Staphylococcaceae	g__Staphylococcus	s__Staphylococcus	Staphylococcus haemolyticus (taxid 1283)	0.0130253618172991	0.0124341385707769	0.0310917519791546	0.0226580175035545	0.0134531942083292	0.0118807897730811	0	0	0	0.00757044343495434	0	0.0106134967975741	0.0718286857723004	0.236115376425612	0.097129337255923	0.235271040691857	0.22749119495157	0.188759284201407	0.0175693252973703	0.00803096810920132	0	0.264681393557077	0.291041373076283	0.263577292599351	gene_2117598	2002.JOEQ01000024_gene196	1.75e-130	382.0	COG3842@1|root,COG3842@2|Bacteria,2GJCM@201174|Actinobacteria,4EFFE@85012|Streptosporangiales	201174|Actinobacteria	E	Part of the ABC transporter complex PotABCD involved in spermidine putrescine import. Responsible for energy coupling to the transport system	-	-	-	ko:K02052	ko02024,map02024	M00193	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.11	-	-	-
gene_2118829	15.1134925681241	-4.72565489456555	5.30548203006046e-06	d__Bacteria	k__Bacillati	p__Bacillota	c__Clostridia	o__Eubacteriales	f__Oscillospiraceae	g__Flavonifractor	s__Flavonifractor	Flavonifractor plautii (taxid 292800)	0.0389608167632486	0.0278942843158579	0	0	0.0134135092696615	0.0177686147933691	0.0118395312263897	0.00894292093259176	0	0	0	0	0.10071112745176	0.164793209623303	0.0458729147543111	0.266044675628025	0	0	0.0328453094607918	0.0360327507200448	0.127758237179366	0.340431803005182	0.299697035557154	0.404054659385156	gene_2118829	278957.ABEA03000060_gene3073	2.47e-26	113.0	COG2268@1|root,COG2268@2|Bacteria,46TRR@74201|Verrucomicrobia,3K887@414999|Opitutae	414999|Opitutae	S	prohibitin homologues	-	-	-	ko:K07192	ko04910,map04910	-	-	-	ko00000,ko00001,ko03036,ko04131,ko04147	-	-	-	-
gene_2121743	21.9693711169935	-5.18840488391443	2.31302287444586e-10	d__Bacteria	k__Bacillati	p__Bacillota	c__Clostridia	o__Eubacteriales	f__Oscillospiraceae	g__Faecalibacterium	s__Faecalibacterium	Faecalibacterium sp. I3-3-89 (taxid 2929493)	0.00748736784735901	0.0142950300575598	0.0476599191335794	0.0173660088802753	0.0103110649487874	0.0273177343081729	0	0	0	0	0.0434707894470973	0.0244038225685718	0.0619339178342795	0.325742845844313	0.235085685588987	0.435409521798071	0.234007233475067	0.0289345297324606	0.212086855375399	0.120027462149084	0.245521782334495	0.59641540681528	0.822783406655937	0.742409374154839	gene_2121743	497964.CfE428DRAFT_2712	9.47e-70	216.0	COG0740@1|root,COG0740@2|Bacteria,46SAB@74201|Verrucomicrobia	74201|Verrucomicrobia	OU	Cleaves peptides in various proteins in a process that requires ATP hydrolysis. Has a chymotrypsin-like activity. Plays a major role in the degradation of misfolded proteins	clpP	-	3.4.21.92	ko:K01358	ko04112,ko04212,map04112,map04212	-	-	-	ko00000,ko00001,ko01000,ko01002	-	-	-	-
gene_2123787	18.060118648203	-3.63185860417235	0.000766400465078629	d__Bacteria	k__Bacillati	p__Bacillota	c__Bacilli	NA	NA	NA	NA	Bacilli (taxid 91061)	0.0306388864160665	0.0134991611464323	0.0450064760983052	0	0	0.00429947210203577	0	0	0.00795395301596612	0.00547925028054511	0.0136835247296002	0.0153634343365313	0.094227084842089	0.0987381359994421	0.0221997403307801	0.0498385826002074	0.0866584288218537	0.00910787124340836	0	0	0.00618273267720271	0.27202672730547	0.227912765492531	0.152615203252387	gene_2123787	1150626.PHAMO_280069	2.48e-254	707.0	COG0055@1|root,COG0055@2|Bacteria,1MUFU@1224|Proteobacteria,2TRGP@28211|Alphaproteobacteria,2JQ4B@204441|Rhodospirillales	204441|Rhodospirillales	C	Produces ATP from ADP in the presence of a proton gradient across the membrane. The catalytic sites are hosted primarily by the beta subunits	atpD	-	3.6.3.14	ko:K02112	ko00190,ko00195,ko01100,map00190,map00195,map01100	M00157	-	-	ko00000,ko00001,ko00002,ko00194,ko01000	3.A.2.1	-	-	-
gene_2124246	69.5947134632355	-3.31796184042449	0.0390650862739525	d__Bacteria	k__Bacillati	p__Bacillota	c__Clostridia	o__Eubacteriales	f__Clostridiaceae	g__Clostridium	s__Clostridium	Clostridium tetani (taxid 1513)	0.0511927010958965	0.146607168729858	0.0814652106120485	0	0	0	9.64508788047512	10.4580181184971	3.32576972675728	0	0	0	0	2.92831876147898	0.602748763632227	0.180423395924782	0.376460337300518	0.0989157179225978	27.7932425590784	24.3986414158542	13.1273074262696	0	0	0.207184011392048	gene_2124246	1414720.CBYM010000010_gene3132	4.46e-15	67.8	COG0230@1|root,COG0230@2|Bacteria,1VK90@1239|Firmicutes,24UGN@186801|Clostridia,36P8G@31979|Clostridiaceae	186801|Clostridia	J	Belongs to the bacterial ribosomal protein bL34 family	rpmH	-	-	ko:K02914	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	-
gene_2125999	23.5057693202391	-4.7132395113969	0.00739729518868914	d__Bacteria	k__Bacillati	p__Bacillota	c__Clostridia	o__Eubacteriales	f__Clostridiaceae	g__Clostridium	NA	Clostridium (taxid 1485)	0	0	0	0	0	0	0.18038656565151	0.193026416983245	0.0626038661537558	0	0	0	0	0.318829452112287	0.0776575186102945	0	0	0	2.15184753262904	2.71446722091005	1.39500511113379	0.100519450586845	0	0.200200280670968	gene_2125999	1414720.CBYM010000007_gene1062	1.68e-32	115.0	COG1918@1|root,COG1918@2|Bacteria,1VEHC@1239|Firmicutes,24QKE@186801|Clostridia,36MTC@31979|Clostridiaceae	186801|Clostridia	P	ferrous iron transport protein	feoA	-	-	ko:K04758	-	-	-	-	ko00000,ko02000	-	-	-	-
gene_212726	42.3283877988308	-6.12705924624124	2.27385685201558e-07	d__Bacteria	k__Bacillati	p__Bacillota	c__Bacilli	o__Bacillales	NA	NA	NA	Bacillales (taxid 1385)	0.00542188706188066	0.0517578674497855	0.0431404440433262	0.012575385740889	0	0	0	0	0	0.012604974783323	0	0.0176717335841382	0.127071314177229	0.0524183889864412	0	0.181534377426782	0.428617711618632	0.240954790703077	0.00731333984053098	0.026743519417833	0.014223330838688	1.81568828281696	0.675249830290045	1.7115644684949	gene_212726	1184607.AUCHE_08_03610	2.22e-92	276.0	COG0098@1|root,COG0098@2|Bacteria,2GJW8@201174|Actinobacteria,4F6KR@85018|Dermatophilaceae	201174|Actinobacteria	J	Located at the back of the 30S subunit body where it stabilizes the conformation of the head with respect to the body	rpsE	GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0005886,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015935,GO:0016020,GO:0019538,GO:0022626,GO:0022627,GO:0032991,GO:0034641,GO:0034645,GO:0040007,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0071704,GO:0071944,GO:1901564,GO:1901566,GO:1901576,GO:1990904	-	ko:K02988	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	-
gene_212732	36.1924835455213	-5.45481653708984	4.28188448640586e-05	d__Bacteria	k__Bacillati	p__Bacillota	c__Bacilli	o__Bacillales	f__Planococcaceae	g__Planococcus	NA	Planococcus (taxid 1372)	0.178966353424679	0.0170843042151325	0	0.04150899683578	0.0246459601214919	0	0	0	0	0.0832133294638883	0	0	0.333083631279479	0.620000159163476	0.112382425305955	0.157687114324505	0.542883352265686	0.12103102071017	0	0	0	3.40393183401891	1.24554691316533	1.28563574548765	gene_212732	1206732.BAGD01000032_gene993	4.22e-69	210.0	COG0093@1|root,COG0093@2|Bacteria,2IHNX@201174|Actinobacteria,4G17I@85025|Nocardiaceae	201174|Actinobacteria	J	Binds to 23S rRNA. Forms part of two intersubunit bridges in the 70S ribosome	rplN	GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0005886,GO:0008150,GO:0015934,GO:0016020,GO:0019843,GO:0022625,GO:0022626,GO:0032991,GO:0040007,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0070180,GO:0071944,GO:0097159,GO:1901363,GO:1990904	-	ko:K02874	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	-
gene_212736	71.3519527720874	-5.82835965243798	8.48829104963477e-07	d__Bacteria	k__Bacillati	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Apilactobacillus	s__Apilactobacillus	Apilactobacillus bombintestini (taxid 2419772)	0.0282216172708147	0.00769732387714759	0.0898206168286689	0	0.0111042237910018	0.0147095492428623	0	0.00740329718229208	0	0	0.0117036740819108	0.0394215595338467	0.250117745099975	0.467733317109783	0.208864589888677	0.220242112424665	0.7486113758682	0.288232430796434	0	0	0	1.9924206996906	0.702952387430149	1.97431943456562	gene_212736	446468.Ndas_5130	3.02e-108	321.0	COG0092@1|root,COG0092@2|Bacteria,2GKF1@201174|Actinobacteria,4EHH4@85012|Streptosporangiales	201174|Actinobacteria	J	Binds the lower part of the 30S subunit head. Binds mRNA in the 70S ribosome, positioning it for translation	rpsC	GO:0002181,GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0005886,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015935,GO:0016020,GO:0019538,GO:0022626,GO:0022627,GO:0030312,GO:0032991,GO:0034641,GO:0034645,GO:0040007,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0071704,GO:0071944,GO:1901564,GO:1901566,GO:1901576,GO:1990904	-	ko:K02982	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	-
gene_212738	66.2965074186274	-5.36930104877367	2.55251431905257e-07	d__Bacteria	k__Bacillati	p__Bacillota	c__Bacilli	o__Bacillales	f__Alicyclobacillaceae	g__Alicyclobacillus	s__Alicyclobacillus	Alicyclobacillus cycloheptanicus (taxid 1457)	0.343950960488054	0.0656677943269154	0.127713689553264	0.0265917010979216	0.0315776364056615	0	0	0	0	0.0799628087817052	0.0665646463408677	0.0747367066162511	1.15384179215218	1.29316893662731	0.755947407722085	0.28285126131958	1.98131859813632	0.598130981813209	0.0618586661511579	0.028275700217813	0	7.08243295593144	1.89822988443913	3.38724276958145	gene_212738	479433.Caci_0935	2.64e-50	160.0	COG0185@1|root,COG0185@2|Bacteria,2IKMS@201174|Actinobacteria	201174|Actinobacteria	J	Protein S19 forms a complex with S13 that binds strongly to the 16S ribosomal RNA	rpsS	GO:0000028,GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0005886,GO:0006996,GO:0008150,GO:0009987,GO:0015935,GO:0016020,GO:0016043,GO:0022607,GO:0022613,GO:0022618,GO:0022626,GO:0022627,GO:0032991,GO:0034622,GO:0040007,GO:0042254,GO:0042255,GO:0042274,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043933,GO:0044085,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0065003,GO:0070925,GO:0071826,GO:0071840,GO:0071944,GO:1990904	-	ko:K02965	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	-
gene_212742	45.8207935246899	-5.82865295792926	5.83938049546633e-07	d__Bacteria	k__Bacillati	p__Bacillota	c__Clostridia	o__Eubacteriales	f__Clostridiaceae	g__Clostridium	s__Clostridium	Clostridium intestinale (taxid 36845)	0.0381175090411004	0.00909683730935625	0.0303290394486414	0	0	0.0347680254831291	0	0	0	0	0.0414948444722292	0.00776485263545466	0.275887452170881	0.307097632445817	0.209439974433825	0.193115517932478	0.297827388059176	0.543180035432101	0.0128537488106302	0	0	1.57236789069483	0.523589440599232	1.37876026628756	gene_212742	479433.Caci_0931	3.91e-95	284.0	COG0087@1|root,COG0087@2|Bacteria,2GJXT@201174|Actinobacteria	201174|Actinobacteria	J	One of the primary rRNA binding proteins, it binds directly near the 3'-end of the 23S rRNA, where it nucleates assembly of the 50S subunit	rplC	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0008150,GO:0016020,GO:0040007,GO:0044424,GO:0044444,GO:0044464,GO:0071944	-	ko:K02906	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	-
gene_2128709	68.6388502254849	-4.94514569792424	1.10693361525852e-07	d__Bacteria	k__Bacillati	p__Bacillota	c__Bacilli	o__Bacillales	f__Listeriaceae	g__Listeria	NA	Listeria (taxid 1637)	0.0695395405954062	0.0183125875247171	0.0686863540454527	0.0333699778483722	0.0198134189211994	0.00874881686993771	0	0	0	0	0.0139220175353449	0	0.224797183250348	0.231828604885568	0.105404431577807	0.405657831360294	1.04480046226296	0.268731808822395	0.0646888012038253	0.0768803352327464	0.0188714781715926	0.841998221386277	0.288099671280484	0.460973140815096	gene_2128709	211114.JOEF01000005_gene2359	4.8e-276	761.0	COG0065@1|root,COG0065@2|Bacteria,2GKT7@201174|Actinobacteria,4DZ56@85010|Pseudonocardiales	201174|Actinobacteria	E	Catalyzes the isomerization between 2-isopropylmalate and 3-isopropylmalate, via the formation of 2-isopropylmaleate	leuC	GO:0005575,GO:0005618,GO:0005623,GO:0030312,GO:0044464,GO:0071944	4.2.1.33,4.2.1.35	ko:K01703	ko00290,ko00660,ko00966,ko01100,ko01110,ko01210,ko01230,map00290,map00660,map00966,map01100,map01110,map01210,map01230	M00432,M00535	R03896,R03898,R03968,R04001,R08620,R08624,R08628,R08634,R08641,R08645,R10170	RC00497,RC00976,RC00977,RC01041,RC01046,RC03072	br01601,ko00000,ko00001,ko00002,ko01000	-	-	-	-
gene_2130808	11.2201878496802	-3.81582352075399	0.00177323481206653	d__Bacteria	k__Bacillati	p__Bacillota	c__Bacilli	o__Bacillales	f__Paenibacillaceae	g__Paenibacillus	s__Paenibacillus	Paenibacillus lutimineralis (taxid 2707005)	0.0281314523594064	0.00335682015728641	0.0111917062502175	0	0	0	0	0	0	0.0245253343228233	0.035727989090306	0.0114612201839618	0.0193914503123303	0	0.0772853579779768	0.0743598021543031	0.0452534191403578	0.0543562411587438	0	0	0.00922471616694462	0.131478156773975	0.247308188173133	0.25616681280742	gene_2130808	70448.Q0P3F1	3.49e-191	543.0	COG0843@1|root,KOG4769@2759|Eukaryota,37QZZ@33090|Viridiplantae,34JUG@3041|Chlorophyta	3041|Chlorophyta	C	Cytochrome C and Quinol oxidase polypeptide I	-	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005740,GO:0005743,GO:0016020,GO:0019866,GO:0031090,GO:0031966,GO:0031967,GO:0031975,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044429,GO:0044444,GO:0044446,GO:0044464	1.9.3.1	ko:K02256	ko00190,ko01100,ko04260,ko04714,ko04932,ko05010,ko05012,ko05016,map00190,map01100,map04260,map04714,map04932,map05010,map05012,map05016	M00154	-	-	ko00000,ko00001,ko00002,ko01000,ko03029	3.D.4.11,3.D.4.7,3.D.4.8	-	-	-
gene_2132083	16.4874910648294	-3.45406407760135	0.0277001448034774	d__Bacteria	k__Bacillati	p__Bacillota	c__Clostridia	o__Peptostreptococcales	f__Peptostreptococcaceae	g__Tepidibacter	s__Tepidibacter	Tepidibacter hydrothermalis (taxid 3036126)	0	0	0	0	0	0	0.0344145859442323	0.0714858567151869	0.0836060206083384	0	0	0	0	0.0228101456897054	0.0111117671323412	0.0374190001194483	0	0	0.386666389060614	0.222568855733782	0.385287622670505	0.0632852360929396	0.0103707747719977	0.15755311477241	gene_2132083	1122207.MUS1_14435	9.3e-95	290.0	COG0784@1|root,COG0835@1|root,COG0784@2|Bacteria,COG0835@2|Bacteria,1N81M@1224|Proteobacteria,1RPS1@1236|Gammaproteobacteria,1XHJD@135619|Oceanospirillales	135619|Oceanospirillales	T	Two component signalling adaptor domain	-	-	-	ko:K03415	ko02020,ko02030,map02020,map02030	M00506	-	-	ko00000,ko00001,ko00002,ko02022,ko02035	-	-	-	-
gene_2132593	10.2366423170167	-2.84415248241659	5.39962390680276e-05	d__Bacteria	k__Bacillati	p__Bacillota	c__Bacilli	o__Bacillales	f__Alicyclobacillaceae	g__Alicyclobacillus	s__Alicyclobacillus	Alicyclobacillus sp. TC (taxid 2606450)	0.0335221240678713	0.010666849839905	0.017781746478772	0.0129583924132004	0.0615523471054519	0.0917293464205906	0	0.0205187830534593	0.0188553099414019	0	0.0162187970779779	0.0182099589724876	0.053917090906492	0.0900248135723144	0.157877341134127	0.0492271955886144	0.215700307476122	0.1727259236821	0.0904329738656522	0.0895636392686056	0.0146565287322521	0.0908246812409055	0.122791026170988	0.169585897649582	gene_2132593	945713.IALB_0772	6.08e-103	313.0	COG0056@1|root,COG0056@2|Bacteria	2|Bacteria	C	Produces ATP from ADP in the presence of a proton gradient across the membrane. The alpha chain is a regulatory subunit	atpA	GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005886,GO:0008150,GO:0016020,GO:0016469,GO:0030312,GO:0032991,GO:0040007,GO:0044424,GO:0044425,GO:0044459,GO:0044464,GO:0045259,GO:0045260,GO:0071944,GO:0098796,GO:0098797	3.6.3.14	ko:K02111	ko00190,ko00195,ko01100,map00190,map00195,map01100	M00157	-	-	ko00000,ko00001,ko00002,ko00194,ko01000	3.A.2.1	-	iSB619.SA_RS10975	-
gene_2132910	11.7621723204971	-5.16142374232265	0.000261562267662265	d__Bacteria	k__Bacillati	p__Bacillota	c__Clostridia	NA	NA	NA	NA	Clostridia (taxid 186801)	0.071337976990115	0	0	0.023637067642597	0.0561380202767316	0	0	0	0	0	0	0	0.0983487676720271	0.689690099534564	0.0319977738718343	0.0718352409700521	1.12415239610571	0.118149329740881	0	0	0	0.728952163885342	0.1493199515783	0.0412449652308244	gene_2132910	710696.Intca_3638	5.55e-42	140.0	COG3118@1|root,COG3118@2|Bacteria,2IQ9T@201174|Actinobacteria,4FH1X@85021|Intrasporangiaceae	201174|Actinobacteria	O	Belongs to the thioredoxin family	trxA	GO:0003674,GO:0003824,GO:0004791,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006950,GO:0006979,GO:0008150,GO:0008152,GO:0009636,GO:0009987,GO:0015035,GO:0015036,GO:0016209,GO:0016491,GO:0016651,GO:0016667,GO:0016668,GO:0016671,GO:0019725,GO:0033554,GO:0034599,GO:0042221,GO:0042592,GO:0044424,GO:0044444,GO:0044464,GO:0045454,GO:0047134,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0055114,GO:0065007,GO:0065008,GO:0070887,GO:0097237,GO:0098754,GO:0098869,GO:1990748	-	ko:K03671	ko04621,ko05418,map04621,map05418	-	-	-	ko00000,ko00001,ko03110	-	-	-	-
gene_2135202	12.776945701694	-5.26631916556407	5.22545926553091e-05	d__Bacteria	k__Bacillati	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Neobacillus	s__Neobacillus	Neobacillus sp. FSL H8-0543 (taxid 2954672)	0.0195236021917831	0	0.0155343860590603	0	0	0	0	0	0	0	0	0	0.0471027357364919	0.078646954650758	0.0459746285342542	0.0645083649509337	0.23779188157092	0.0141464829401498	0.0131672548791822	0	0	0.111084022555396	0.0786661208314944	0.0938300095938488	gene_2135202	1151122.AQYD01000003_gene2588	1.46e-225	639.0	COG1123@1|root,COG4172@2|Bacteria,2H3HY@201174|Actinobacteria,4FKMZ@85023|Microbacteriaceae	201174|Actinobacteria	P	Belongs to the ABC transporter superfamily	-	-	-	ko:K02031,ko:K02032	ko02024,map02024	M00239	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.5	-	-	-
gene_2139314	69.1794798730735	-5.07560348802543	3.22027252401995e-05	d__Bacteria	k__Bacillati	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lapidilactobacillus	s__Lapidilactobacillus	Lapidilactobacillus dextrinicus (taxid 51664)	0.215812367365054	0.0721058133785738	0.0686863540454527	0.0250274833862792	0.104020449336297	0.0196848379573599	0	0	0	0	0	0	0.900015193233929	0.208645744397011	0.0338799958642951	0.513410692815372	5.21738965016122	0.729745860164263	0.0291099605417214	0.0399186356016183	0	1.03495614712063	0.173913825955902	0.272944622851044	gene_2139314	1504319.GM45_5185	9.71e-52	174.0	COG0652@1|root,COG0652@2|Bacteria,2GN8G@201174|Actinobacteria,3UWKX@52018|unclassified Actinobacteria (class)	201174|Actinobacteria	O	PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides	-	-	5.2.1.8	ko:K03768	-	-	-	-	ko00000,ko01000,ko03110	-	-	-	-
